address,real_address,prefix,number,tagname,description,tag_type,source,alias,parent,SCADA_tagname
D306,D306,D,306,EXT_ADDR_D306,""" (OMR D306)""",REAL,PLC,,,[]
D340,D340,D,340,EXT_FILL_STANDARD_TIME_AI,"""STANDARD_FILL_TIME (OMR D340)""",REAL,BOTH,,,"['FILL_STANDARD_TIME_AI', 'FILL_STANDARD_TIME_AO']"
D341,D341,D,341,EXT_HEATUP_STANDARD_TIME_AI,"""STANDARD_HEATUP_TIME (OMR D341)""",REAL,BOTH,,,"['HEATUP_STANDARD_TIME_AI', 'HEATUP_STANDARD_TIME_AO']"
D342,D342,D,342,EXT_DROP_STANDARD_TIME_AI,"""STANDARD DROP TIME (OMR D342)""",REAL,BOTH,,,"['DROP_STANDARD_TIME_AI', 'DROP_STANDARD_TIME_AO']"
D343,D343,D,343,EXT_TRANSFER_STANDARD_TIME_AI,"""STANDARD TRANSFER TIME (OMR D343)""",REAL,BOTH,,,"['TRANSFER_STANDARD_TIME_AI', 'TRANSFER_STANDARD_TIME_AO']"
D344,D344,D,344,EXT_AUTOJET_STANDARD_TIME_AI,"""STANDARD AUTOJET TIME (OMR D344)""",REAL,BOTH,,,"['AUTOJET_STANDARD_TIME_AI', 'AUTOJET_STANDARD_TIME_AO']"
D345,D345,D,345,EXT_DEMIN_STANDARD_TIME_AI,"""STANDARD DEMIN TIME (OMR D345)""",REAL,BOTH,,,"['DEMIN_STANDARD_TIME_AI', 'DEMIN_STANDARD_TIME_AO']"
D346,D346,D,346,EXT_EVAP_STANDARD_TIME_AI,"""STANDARD EVAP TIME (OMR D346)""",REAL,BOTH,,,"['EVAP_STANDARD_TIME_AI', 'EVAP_STANDARD_TIME_AO']"
D347,D347,D,347,EXT_STER_STANDARD_TIME_AI,"""STANDARD STERILIZER TIME (OMR D347)""",REAL,BOTH,,,"['STER_STANDARD_TIME_AI', 'STER_STANDARD_TIME_AO']"
D348,D348,D,348,EXT_OSCIL_STANDARD_TIME_AI,"""STANDARD CHEM TIME (OMR D348)""",REAL,BOTH,,,"['OSCIL_STANDARD_TIME_AI', 'OSCIL_STANDARD_TIME_AO']"
D349,D349,D,349,EXT_COOK4_STANDARD_TIME_AI,"""STANDARD DROP4 TIME (OMR D349)""",REAL,BOTH,,,"['COOK4_STANDARD_TIME_AI', 'COOK4_STANDARD_TIME_AO']"
D350,D350,D,350,EXT_DEMIN_STANDARD_TIME_1_AI,"""DEMIN C1A1 (OMR D350)""",REAL,BOTH,,,"['DEMIN_STANDARD_TIME_1_AI', 'DEMIN_STANDARD_TIME_1_AO']"
D352,D352,D,352,EXT_DEMIN_STANDARD_TIME_3_AO,"""DEMIN PLSHR (OMR D352)""",REAL,BOTH,,,['DEMIN_STANDARD_TIME_3_AO']
D360,D360,D,360,EXT_FILL_DURATION_TIMER,"""FILLING DURATION (OMR D360)""",REAL,BOTH,,,['FILL_DURATION_TIMER']
D361,D361,D,361,EXT_HEATUP_DURATION_TIMER,"""HEATUP_DURATION (OMR D361)""",REAL,BOTH,,,['HEATUP_DURATION_TIMER']
D362,D362,D,362,EXT_DROP_DURATION_TIMER,"""DROP DURATION (OMR D362)""",REAL,BOTH,,,['DROP_DURATION_TIMER']
D363,D363,D,363,EXT_TRANSFER_DURATION_TIMER,"""TRANSFER DURATION (OMR D363)""",REAL,BOTH,,,['TRANSFER_DURATION_TIMER']
D364,D364,D,364,EXT_AUTOJET_DURATION_TIMER,"""AUTOJET DURATION (OMR D364)""",REAL,BOTH,,,['AUTOJET_DURATION_TIMER']
D365,D365,D,365,EXT_DEMIN_DURATION_TIMER,"""DEMIN DURATION (OMR D365)""",REAL,BOTH,,,['DEMIN_DURATION_TIMER']
D366,D366,D,366,EXT_EVAP_DURATION_TIMER,"""EVAP DURATION (OMR D366)""",REAL,BOTH,,,['EVAP_DURATION_TIMER']
D367,D367,D,367,EXT_STER_DURATION_TIMER,"""STERILIZER DURATION (OMR D367)""",REAL,BOTH,,,['STER_DURATION_TIMER']
D368,D368,D,368,EXT_OSCIL_DURATION_TIMER,"""OSCILLATING DURATION (OMR D368)""",REAL,BOTH,,,['OSCIL_DURATION_TIMER']
D369,D369,D,369,EXT_COOK4_DURATION_TIMER,"""DROP4 DURATION (OMR D369)""",REAL,BOTH,,,['COOK4_DURATION_TIMER']
D400,D400,D,400,EXT_EXT1COOK,"""Extractor #1 Cook (OMR D400)""",REAL,BOTH,,,"['EXT_CURRENT_COOK1_AR', 'EXT_CURRENT_COOK1_AI', 'EXT_CURRENT_COOK1', 'EXT_COOK_1_AI', 'EXT_CURRENT_COOK1_AO']"
D401,D401,D,401,EXT_EXT2COOK,"""Extractor #2 Cook (OMR D401)""",REAL,BOTH,,,"['EXT_CURRENT_COOK2_AR', 'EXT_CURRENT_COOK2_AI', 'EXT_CURRENT_COOK2', 'EXT_COOK_2_AI', 'EXT_CURRENT_COOK2_AO']"
D402,D402,D,402,EXT_EXT3COOK,"""Extractor #3 Cook (OMR D402)""",REAL,BOTH,,,"['EXT_CURRENT_COOK3_AR', 'EXT_CURRENT_COOK3_AI', 'EXT_CURRENT_COOK3', 'EXT_COOK_3_AI', 'EXT_CURRENT_COOK3_AO']"
D403,D403,D,403,EXT_EXT4COOK,"""Extractor #4 Cook (OMR D403)""",REAL,BOTH,,,"['EXT_CURRENT_COOK4_AR', 'EXT_CURRENT_COOK4_AI', 'EXT_CURRENT_COOK4', 'EXT_COOK_4_AI', 'EXT_CURRENT_COOK4_AO']"
D405,D405,D,405,EXT_1CURTEMPSP,"""Extractor #1 Current Temperature Set Point (OMR D405)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_EXT_1']
D406,D406,D,406,EXT_2CURTEMPSP,"""Extractor #2 Current Temperature Setpoint  (OMR D406)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_EXT_2']
D407,D407,D,407,EXT_3CURTEMPSP,"""Extractor #3 Current Temperature Setpoint  (OMR D407)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_EXT_3']
D408,D408,D,408,EXT_4CURTEMPSP,"""Extractor #4 Current Temperature Setpoint  (OMR D408)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_EXT_4']
D409,D409,D,409,EXT_ADDR_D409,""" (OMR D409)""",REAL,PLC,,,[]
D410,D410,D,410,EXT_ADDR_D410,""" (OMR D410)""",REAL,PLC,,,[]
D411,D411,D,411,EXT_ADDR_D411,""" (OMR D411)""",REAL,PLC,,,[]
D412,D412,D,412,EXT_ADDR_D412,""" (OMR D412)""",REAL,PLC,,,[]
D415,D415,D,415,EXT_ADDR_D415,""" (OMR D415)""",REAL,PLC,,,[]
D416,D416,D,416,EXT_ADDR_D416,""" (OMR D416)""",REAL,PLC,,,[]
D417,D417,D,417,EXT_ADDR_D417,""" (OMR D417)""",REAL,PLC,,,[]
D418,D418,D,418,EXT_ADDR_D418,""" (OMR D418)""",REAL,PLC,,,[]
D420,D420,D,420,EXT_1STCOOKTEMP,"""1st Cook Temperature Set Point (OMR D420)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_1ST_AI']
D421,D421,D,421,EXT_2NDCOOKTEMP,"""2nd Cook Temperature Set Point (OMR D421)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_2ND_AI']
D422,D422,D,422,EXT_3RDCOOKTEMP,"""3rd Cook Temperature Set Point (OMR D422)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_3RD_AI']
D423,D423,D,423,EXT_4THCOOKTEMP,"""4th Cook Temperature Set Point (OMR D423)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_4TH_AI']
D425,D425,D,425,EXT_EXT1_HU_TEMP_STPT_1ST_MODIFIED,"""Modified 1st COOK HU TEMP (OMR D425)""",REAL,BOTH,,,['EXT1_HU_TEMP_STPT_1ST_MODIFIED']
D426,D426,D,426,EXT_EXT1_HU_TEMP_STPT_2ND_MODIFIED,"""Modified 2nd COOK HU TEMP (OMR D426)""",REAL,BOTH,,,['EXT1_HU_TEMP_STPT_2ND_MODIFIED']
D427,D427,D,427,EXT_EXT1_HU_TEMP_STPT_3RD_MODIFIED,"""Modified 3rd COOK HU TEMP IN FROM PLC (OMR D427)""",REAL,BOTH,,,['EXT1_HU_TEMP_STPT_3RD_MODIFIED']
D428,D428,D,428,EXT_EXT1_HU_TEMP_STPT_4TH_MODIFIED,"""Modified 4th COOK HU TEMP (OMR D428)""",REAL,BOTH,,,['EXT1_HU_TEMP_STPT_4TH_MODIFIED']
D430,D430,D,430,EXT_1CURBATCH,"""  (OMR D430)""",REAL,PLC,,,[]
D431,D431,D,431,EXT_2CURBATCH,"""  (OMR D431)""",REAL,PLC,,,[]
D432,D432,D,432,EXT_3CURBATCH,"""  (OMR D432)""",REAL,PLC,,,[]
D433,D433,D,433,EXT_4CURBATCH,"""  (OMR D433)""",REAL,PLC,,,[]
D500,D500,D,500,EXT_CAUSTIC_LEVEL_PLUS_1,"""Caustic level plus 1%, target to fill with new caustic (OMR D500)""",REAL,PLC,,,[]
D501,D501,D,501,EXT_ADDR_D501,""" (OMR D501)""",REAL,PLC,,,[]
D604,D604,D,604,EXT_TEMP_12_DELTA,"""EXT H/E 1&2 Outlet Inlet Delta (OMR D604)""",REAL,BOTH,,,['EXT_TEMP_12_DELTA']
D605,D605,D,605,EXT_TEMP_34_DELTA,"""EXT H/E 3&4 Outlet Inlet Delta (OMR D605)""",REAL,BOTH,,,['EXT_TEMP_34_DELTA']
D800,D800,D,800,EXT_UNIT4_PV_STORE,"""CONTROLLER VALUES STORING (OMR D800)""",REAL,BOTH,,,['EXT_TEMP_HE1_OUT']
D810,D810,D,810,EXT_UNIT3_PV_STORE,"""CONTROLLER VALUES STORING (OMR D810)""",REAL,BOTH,,,['EXT_TEMP_HE2_OUT']
D820,D820,D,820,EXT_UNIT2_PV_STORE,"""CONTROLLER VALUES STORING (OMR D820)""",REAL,BOTH,,,['EXT_TEMP_HE3_OUT']
D830,D830,D,830,EXT_UNIT1_PV_STORE,"""CONTROLLER VALUES STORING (OMR D830)""",REAL,BOTH,,,['EXT_TEMP_HE4_OUT']
D840,D840,D,840,EXT_WFTEMP,"""WATER FRACTION TEMP (OMR D840)""",REAL,BOTH,,,['EXT_TEMP_WATER_FRACTION']
D900,D900,D,900,EXT_ADDR_D900,""" (OMR D900)""",REAL,PLC,,,[]
D901,D901,D,901,EXT_ADDR_D901,""" (OMR D901)""",REAL,PLC,,,[]
D914,D914,D,914,EXT_ADDR_D914,""" (OMR D914)""",REAL,PLC,,,[]
D915,D915,D,915,EXT_ADDR_D915,""" (OMR D915)""",REAL,PLC,,,[]
D928,D928,D,928,EXT_ADDR_D928,""" (OMR D928)""",REAL,PLC,,,[]
D929,D929,D,929,EXT_ADDR_D929,""" (OMR D929)""",REAL,PLC,,,[]
D942,D942,D,942,EXT_ADDR_D942,""" (OMR D942)""",REAL,PLC,,,[]
D943,D943,D,943,EXT_ADDR_D943,""" (OMR D943)""",REAL,PLC,,,[]
D960,D960,D,960,EXT_ADDR_D960,""" (OMR D960)""",REAL,PLC,,,[]
D961,D961,D,961,EXT_ADDR_D961,""" (OMR D961)""",REAL,PLC,,,[]
D962,D962,D,962,EXT_ADDR_D962,""" (OMR D962)""",REAL,PLC,,,[]
D963,D963,D,963,EXT_ADDR_D963,""" (OMR D963)""",REAL,PLC,,,[]
D964,D964,D,964,EXT_ADDR_D964,""" (OMR D964)""",REAL,PLC,,,[]
D965,D965,D,965,EXT_ADDR_D965,""" (OMR D965)""",REAL,PLC,,,[]
D966,D966,D,966,EXT_ADDR_D966,""" (OMR D966)""",REAL,PLC,,,[]
D967,D967,D,967,EXT_ADDR_D967,""" (OMR D967)""",REAL,PLC,,,[]
D970,D970,D,970,EXT_ADDR_D970,""" (OMR D970)""",REAL,PLC,,,[]
D971,D971,D,971,EXT_ADDR_D971,""" (OMR D971)""",REAL,PLC,,,[]
D980,D980,D,980,EXT_POWERPACK_M1,"""Chopper powerpack motor #1 Amp reading to scada (OMR D980)""",REAL,BOTH,,,['CHOP_POWERPACK_AMP1_AI']
D981,D981,D,981,EXT_POWERPACK_M2,"""Chopper powerpack motor #2 Amp reading to scada (OMR D981)""",REAL,BOTH,,,['CHOP_POWERPACK_AMP2_AI']
D982,D982,D,982,EXT_SPARE_TO_SCADA,"""Ext. H/E Temp Scaled (OMR D982)""",REAL,BOTH,,,"['EXT_TEMP_FEED_WATER', 'EXT_TEMP_FEED_WATER_TREND']"
D984,D984,D,984,EXT_STEAM_PRESSURE_TO_EXTRACTORS,""" (OMR D984)""",REAL,BOTH,,,['STEAM_PRESSURE_TO_EXTRACTORS']
D990,D990,D,990,EXT_ADDR_D990,""" (OMR D990)""",REAL,PLC,,,[]
D991,D991,D,991,EXT_ADDR_D991,""" (OMR D991)""",REAL,PLC,,,[]
D995,D995,D,995,EXT_ADDR_D995,""" (OMR D995)""",REAL,PLC,,,[]
D996,D996,D,996,EXT_ADDR_D996,""" (OMR D996)""",REAL,PLC,,,[]
D1436,D1436,D,1436,EXT_BATCH_NUM_1_AI,"""EXTRACTOR BATCH NUMBER (OMR D1436)""",REAL,BOTH,,,"['EXT_BATCH_NUM_1_AI', 'EXT_BATCH_NUM_1_AO']"
D1437,D1437,D,1437,EXT_BATCH_NUM_2_AI,"""EXT 2 (OMR D1437)""",REAL,BOTH,,,"['EXT_BATCH_NUM_2_AI', 'EXT_BATCH_NUM_2_AO']"
D1438,D1438,D,1438,EXT_BATCH_NUM_3_AI,"""EXT 3 (OMR D1438)""",REAL,BOTH,,,"['EXT_BATCH_NUM_3_AI', 'EXT_BATCH_NUM_3_AO']"
D1439,D1439,D,1439,EXT_BATCH_NUM_4_AI,"""EXT 4 (OMR D1439)""",REAL,BOTH,,,"['EXT_BATCH_NUM_4_AI', 'EXT_BATCH_NUM_4_AO']"
D1450,D1450,D,1450,EXT_N_PRE_RIND_DROP_P1_LVL_SP_AO,"""RHT#1 Empty Level SP (OMR D1450)""",REAL,BOTH,,,['N_PRE_RIND_DROP_P1_LVL_SP_AO']
D1451,D1451,D,1451,EXT_N_PRE_RIND_DROP_P2_LVL_SP_AO,"""RHT#2 Empty Level SP (OMR D1451)""",REAL,BOTH,,,['N_PRE_RIND_DROP_P2_LVL_SP_AO']
D1452,D1452,D,1452,EXT_N_PRE_RIND_DROP_P3_LVL_SP_AO,"""RHT#3 Empty Level SP (OMR D1452)""",REAL,BOTH,,,['N_PRE_RIND_DROP_P3_LVL_SP_AO']
D1453,D1453,D,1453,EXT_N_PRE_RIND_DROP_P4_LVL_SP_AO,"""RHT#4 Empty Level SP (OMR D1453)""",REAL,BOTH,,,['N_PRE_RIND_DROP_P4_LVL_SP_AO']
D1456,D1456,D,1456,EXT_ADDR_D1456,""" (OMR D1456)""",REAL,PLC,,,[]
D1460,D1460,D,1460,EXT_HU_TEMP_STPT_1ST_AI_AO,"""1st COOK HU TEMP (degC) (OMR D1460)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_1ST_AI_AO']
D1461,D1461,D,1461,EXT_HU_TEMP_STPT_2ND_AI_AO,"""2nd COOK HU TEMP (degC) (OMR D1461)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_2ND_AI_AO']
D1462,D1462,D,1462,EXT_HU_TEMP_STPT_3RD_AI_AO,"""3rd COOK HU TEMP (degC) (OMR D1462)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_3RD_AI_AO']
D1463,D1463,D,1463,EXT_HU_TEMP_STPT_4TH_AI_AO,"""4th COOK HU TEMP (degC) (OMR D1463)""",REAL,BOTH,,,['EXT_HU_TEMP_STPT_4TH_AI_AO']
D1465,D1465,D,1465,EXT_ADDR_D1465,""" (OMR D1465)""",REAL,PLC,,,[]
D1466,D1466,D,1466,EXT_ADDR_D1466,""" (OMR D1466)""",REAL,PLC,,,[]
D1467,D1467,D,1467,EXT_ADDR_D1467,""" (OMR D1467)""",REAL,PLC,,,[]
D1468,D1468,D,1468,EXT_ADDR_D1468,""" (OMR D1468)""",REAL,PLC,,,[]
D1469,D1469,D,1469,EXT_ADDR_D1469,""" (OMR D1469)""",REAL,PLC,,,[]
D3000,D3000,D,3000,EXT_UFHT_GELYFLOW,"""Gelly Flow rate to UFHT (OMR D3000)""",REAL,BOTH,,,"['EXT_PROD_PMP_FLOW', 'EXT_FLOW_TO_UFHT_TOT', 'EXT_FLOW_TO_UFHT_AR', 'EXT_FLOW_TO_UFHT_AI', 'EXT_FLOW_TO_UFHT_AO']"
D3001,D3001,D,3001,EXT_1_1_TEMP_FILL_SIM,""" (OMR D3001)""",REAL,BOTH,,,['EXT_1_1_TEMP_FILL_SIM']
D3002,D3002,D,3002,EXT_1_1_FLOW_TOTAL_FILL_SIM,""" (OMR D3002)""",REAL,BOTH,,,['EXT_1_1_FLOW_TOTAL_FILL_SIM']
D3003,D3003,D,3003,EXT_1_1_TEMP_HU_I_SIM,""" (OMR D3003)""",REAL,BOTH,,,['EXT_1_1_TEMP_HU_I_SIM']
D3004,D3004,D,3004,EXT_1_1_TEMP_HU_F_SIM,""" (OMR D3004)""",REAL,BOTH,,,['EXT_1_1_TEMP_HU_F_SIM']
D3005,D3005,D,3005,EXT_1_1_TEMP_SET_SIM,""" (OMR D3005)""",REAL,BOTH,,,['EXT_1_1_TEMP_SET_SIM']
D3006,D3006,D,3006,EXT_1_1_FLOW_TOTAL_SET,""" (OMR D3006)""",REAL,BOTH,,,['EXT_1_1_FLOW_TOTAL_SET']
D3007,D3007,D,3007,EXT_ADDR_D3007,""" (OMR D3007)""",REAL,PLC,,,[]
D3008,D3008,D,3008,EXT_ADDR_D3008,""" (OMR D3008)""",REAL,PLC,,,[]
D3009,D3009,D,3009,EXT_ADDR_D3009,""" (OMR D3009)""",REAL,PLC,,,[]
D3010,D3010,D,3010,EXT_ADDR_D3010,""" (OMR D3010)""",REAL,PLC,,,[]
D3011,D3011,D,3011,EXT_1_2_TEMP_FILL_SIM,""" (OMR D3011)""",REAL,BOTH,,,['EXT_1_2_TEMP_FILL_SIM']
D3012,D3012,D,3012,EXT_1_2_FLOW_TOTAL_FILL_SIM,""" (OMR D3012)""",REAL,BOTH,,,['EXT_1_2_FLOW_TOTAL_FILL_SIM']
D3013,D3013,D,3013,EXT_1_2_TEMP_HU_I_SIM,""" (OMR D3013)""",REAL,BOTH,,,['EXT_1_2_TEMP_HU_I_SIM']
D3014,D3014,D,3014,EXT_1_2_TEMP_HU_F_SIM,""" (OMR D3014)""",REAL,BOTH,,,['EXT_1_2_TEMP_HU_F_SIM']
D3015,D3015,D,3015,EXT_1_2_TEMP_SET_SIM,""" (OMR D3015)""",REAL,BOTH,,,['EXT_1_2_TEMP_SET_SIM']
D3016,D3016,D,3016,EXT_1_2_FLOW_TOTAL_SET,"""STK-1 LEVEL 2nd DROP (OMR D3016)""",REAL,BOTH,,,['EXT_1_2_FLOW_TOTAL_SET']
D3017,D3017,D,3017,EXT_ADDR_D3017,""" (OMR D3017)""",REAL,PLC,,,[]
D3018,D3018,D,3018,EXT_ADDR_D3018,""" (OMR D3018)""",REAL,PLC,,,[]
D3019,D3019,D,3019,EXT_ADDR_D3019,""" (OMR D3019)""",REAL,PLC,,,[]
D3020,D3020,D,3020,EXT_ADDR_D3020,""" (OMR D3020)""",REAL,PLC,,,[]
D3021,D3021,D,3021,EXT_1_3_TEMP_FILL_SIM,""" (OMR D3021)""",REAL,BOTH,,,['EXT_1_3_TEMP_FILL_SIM']
D3022,D3022,D,3022,EXT_1_3_FLOW_TOTAL_FILL_SIM,""" (OMR D3022)""",REAL,BOTH,,,['EXT_1_3_FLOW_TOTAL_FILL_SIM']
D3023,D3023,D,3023,EXT_1_3_TEMP_HU_I_SIM,""" (OMR D3023)""",REAL,BOTH,,,['EXT_1_3_TEMP_HU_I_SIM']
D3024,D3024,D,3024,EXT_1_3_TEMP_HU_F_SIM,""" (OMR D3024)""",REAL,BOTH,,,['EXT_1_3_TEMP_HU_F_SIM']
D3025,D3025,D,3025,EXT_1_3_TEMP_SET_SIM,""" (OMR D3025)""",REAL,BOTH,,,['EXT_1_3_TEMP_SET_SIM']
D3026,D3026,D,3026,EXT_1_3_FLOW_TOTAL_SET,"""STK-1 LEVEL 3rd DROP (OMR D3026)""",REAL,BOTH,,,['EXT_1_3_FLOW_TOTAL_SET']
D3027,D3027,D,3027,EXT_ADDR_D3027,""" (OMR D3027)""",REAL,PLC,,,[]
D3028,D3028,D,3028,EXT_1_3_TEMP_WF_SIM,""" (OMR D3028)""",REAL,BOTH,,,['EXT_1_3_TEMP_WF_SIM']
D3029,D3029,D,3029,EXT_1_3_FLOW_TOTAL_WF_SIM,""" (OMR D3029)""",REAL,BOTH,,,['EXT_1_3_FLOW_TOTAL_WF_SIM']
D3030,D3030,D,3030,EXT_ADDR_D3030,""" (OMR D3030)""",REAL,PLC,,,[]
D3031,D3031,D,3031,EXT_1_4_TEMP_FILL_SIM,""" (OMR D3031)""",REAL,BOTH,,,['EXT_1_4_TEMP_FILL_SIM']
D3032,D3032,D,3032,EXT_1_4_FLOW_TOTAL_FILL_SIM,""" (OMR D3032)""",REAL,BOTH,,,['EXT_1_4_FLOW_TOTAL_FILL_SIM']
D3033,D3033,D,3033,EXT_1_4_TEMP_HU_I_SIM,""" (OMR D3033)""",REAL,BOTH,,,['EXT_1_4_TEMP_HU_I_SIM']
D3034,D3034,D,3034,EXT_1_4_TEMP_HU_F_SIM,""" (OMR D3034)""",REAL,BOTH,,,['EXT_1_4_TEMP_HU_F_SIM']
D3035,D3035,D,3035,EXT_1_4_TEMP_SET_SIM,""" (OMR D3035)""",REAL,BOTH,,,['EXT_1_4_TEMP_SET_SIM']
D3036,D3036,D,3036,EXT_1_4_FLOW_TOTAL_SET,"""STK-1 LEVEL 4th DROP (OMR D3036)""",REAL,BOTH,,,['EXT_1_4_FLOW_TOTAL_SET']
D3037,D3037,D,3037,EXT_ADDR_D3037,""" (OMR D3037)""",REAL,PLC,,,[]
D3038,D3038,D,3038,EXT_1_4_TEMP_WF_SIM,""" (OMR D3038)""",REAL,BOTH,,,['EXT_1_4_TEMP_WF_SIM']
D3039,D3039,D,3039,EXT_1_4_FLOW_TOTAL_WF_SIM,""" (OMR D3039)""",REAL,BOTH,,,['EXT_1_4_FLOW_TOTAL_WF_SIM']
D3041,D3041,D,3041,EXT_2_1_TEMP_FILL_SIM,""" (OMR D3041)""",REAL,BOTH,,,['EXT_2_1_TEMP_FILL_SIM']
D3042,D3042,D,3042,EXT_2_1_FLOW_TOTAL_FILL_SIM,""" (OMR D3042)""",REAL,BOTH,,,['EXT_2_1_FLOW_TOTAL_FILL_SIM']
D3043,D3043,D,3043,EXT_2_1_TEMP_HU_I_SIM,""" (OMR D3043)""",REAL,BOTH,,,['EXT_2_1_TEMP_HU_I_SIM']
D3044,D3044,D,3044,EXT_2_1_TEMP_HU_F_SIM,""" (OMR D3044)""",REAL,BOTH,,,['EXT_2_1_TEMP_HU_F_SIM']
D3045,D3045,D,3045,EXT_2_1_TEMP_SET_SIM,""" (OMR D3045)""",REAL,BOTH,,,['EXT_2_1_TEMP_SET_SIM']
D3046,D3046,D,3046,EXT_2_1_FLOW_TOTAL_SET,"""STK-2 LEVEL 1st DROP (OMR D3046)""",REAL,BOTH,,,['EXT_2_1_FLOW_TOTAL_SET']
D3047,D3047,D,3047,EXT_ADDR_D3047,""" (OMR D3047)""",REAL,PLC,,,[]
D3049,D3049,D,3049,EXT_ADDR_D3049,""" (OMR D3049)""",REAL,PLC,,,[]
D3050,D3050,D,3050,EXT_ADDR_D3050,""" (OMR D3050)""",REAL,PLC,,,[]
D3051,D3051,D,3051,EXT_2_2_TEMP_FILL_SIM,""" (OMR D3051)""",REAL,BOTH,,,['EXT_2_2_TEMP_FILL_SIM']
D3052,D3052,D,3052,EXT_2_2_FLOW_TOTAL_FILL_SIM,""" (OMR D3052)""",REAL,BOTH,,,['EXT_2_2_FLOW_TOTAL_FILL_SIM']
D3053,D3053,D,3053,EXT_2_2_TEMP_HU_I_SIM,""" (OMR D3053)""",REAL,BOTH,,,['EXT_2_2_TEMP_HU_I_SIM']
D3054,D3054,D,3054,EXT_2_2_TEMP_HU_F_SIM,""" (OMR D3054)""",REAL,BOTH,,,['EXT_2_2_TEMP_HU_F_SIM']
D3055,D3055,D,3055,EXT_2_2_TEMP_SET_SIM,""" (OMR D3055)""",REAL,BOTH,,,['EXT_2_2_TEMP_SET_SIM']
D3056,D3056,D,3056,EXT_2_2_FLOW_TOTAL_SET,"""STK-2 LEVEL 2nd TOTAL (OMR D3056)""",REAL,BOTH,,,['EXT_2_2_FLOW_TOTAL_SET']
D3057,D3057,D,3057,EXT_ADDR_D3057,""" (OMR D3057)""",REAL,PLC,,,[]
D3058,D3058,D,3058,EXT_ADDR_D3058,""" (OMR D3058)""",REAL,PLC,,,[]
D3059,D3059,D,3059,EXT_ADDR_D3059,""" (OMR D3059)""",REAL,PLC,,,[]
D3060,D3060,D,3060,EXT_ADDR_D3060,""" (OMR D3060)""",REAL,PLC,,,[]
D3061,D3061,D,3061,EXT_2_3_TEMP_FILL_SIM,""" (OMR D3061)""",REAL,BOTH,,,['EXT_2_3_TEMP_FILL_SIM']
D3062,D3062,D,3062,EXT_2_3_FLOW_TOTAL_FILL_SIM,""" (OMR D3062)""",REAL,BOTH,,,['EXT_2_3_FLOW_TOTAL_FILL_SIM']
D3063,D3063,D,3063,EXT_2_3_TEMP_HU_I_SIM,""" (OMR D3063)""",REAL,BOTH,,,['EXT_2_3_TEMP_HU_I_SIM']
D3064,D3064,D,3064,EXT_2_3_TEMP_HU_F_SIM,""" (OMR D3064)""",REAL,BOTH,,,['EXT_2_3_TEMP_HU_F_SIM']
D3065,D3065,D,3065,EXT_2_3_TEMP_SET_SIM,""" (OMR D3065)""",REAL,BOTH,,,['EXT_2_3_TEMP_SET_SIM']
D3066,D3066,D,3066,EXT_2_3_FLOW_TOTAL_SET,"""STK-2 LEVEL 3rd DROP (OMR D3066)""",REAL,BOTH,,,['EXT_2_3_FLOW_TOTAL_SET']
D3067,D3067,D,3067,EXT_ADDR_D3067,""" (OMR D3067)""",REAL,PLC,,,[]
D3068,D3068,D,3068,EXT_2_3_TEMP_WF_SIM,""" (OMR D3068)""",REAL,BOTH,,,['EXT_2_3_TEMP_WF_SIM']
D3069,D3069,D,3069,EXT_2_3_FLOW_TOTAL_WF_SIM,""" (OMR D3069)""",REAL,BOTH,,,['EXT_2_3_FLOW_TOTAL_WF_SIM']
D3070,D3070,D,3070,EXT_ADDR_D3070,""" (OMR D3070)""",REAL,PLC,,,[]
D3071,D3071,D,3071,EXT_2_4_TEMP_FILL_SIM,""" (OMR D3071)""",REAL,BOTH,,,['EXT_2_4_TEMP_FILL_SIM']
D3072,D3072,D,3072,EXT_2_4_FLOW_TOTAL_FILL_SIM,""" (OMR D3072)""",REAL,BOTH,,,['EXT_2_4_FLOW_TOTAL_FILL_SIM']
D3073,D3073,D,3073,EXT_2_4_TEMP_HU_I_SIM,""" (OMR D3073)""",REAL,BOTH,,,['EXT_2_4_TEMP_HU_I_SIM']
D3074,D3074,D,3074,EXT_2_4_TEMP_HU_F_SIM,""" (OMR D3074)""",REAL,BOTH,,,['EXT_2_4_TEMP_HU_F_SIM']
D3075,D3075,D,3075,EXT_2_4_TEMP_SET_SIM,""" (OMR D3075)""",REAL,BOTH,,,['EXT_2_4_TEMP_SET_SIM']
D3076,D3076,D,3076,EXT_2_4_FLOW_TOTAL_SET,"""STK-2 LEVEL 4th DROP (OMR D3076)""",REAL,BOTH,,,['EXT_2_4_FLOW_TOTAL_SET']
D3077,D3077,D,3077,EXT_ADDR_D3077,""" (OMR D3077)""",REAL,PLC,,,[]
